dataset,model_name,GPU_mem,error_rate,valid_loss,train_loss,fit_time
planet,efficientnetv2_rw_t,2.728515625,0.05529409646987915,0.15693312883377075,0.15434300899505615,34.17052640899783
planet,efficientnetv2_rw_t,2.5390625,0.05558824539184559,0.1534353494644165,0.1496582329273224,32.82511964299192
planet,efficientnetv2_rw_t,2.349609375,0.058235228061676025,0.1561235934495926,0.1521187424659729,34.82972931199765
planet,efficientnetv2_rw_s,3.890625,0.063235342502594,0.17195865511894226,0.15955762565135956,34.16622505099804
planet,efficientnetv2_rw_s,3.537109375,0.06294119358062744,0.16643965244293213,0.1602417230606079,34.074898100996506
planet,efficientnetv2_rw_s,3.14453125,0.063235342502594,0.16941790282726288,0.16014009714126587,35.46455822400458
planet,efficientnetv2_rw_m,6.333984375,0.058529436588287354,0.16301849484443665,0.15673382580280304,48.40395061900199
planet,efficientnetv2_rw_m,6.296875,0.06352943181991577,0.17081581056118011,0.159761443734169,47.70820632699906
planet,efficientnetv2_rw_m,5.599609375,0.06029421091079723,0.1740114986896515,0.16143153607845306,45.68076466899947
planet,convnext_tiny_in22k,3.62890625,0.04088234901428223,0.11590214818716048,0.13385382294654846,22.186246801997186
planet,convnext_tiny_in22k,3.1875,0.04352933168411244,0.1110350862145424,0.13575054705142975,23.84364740699675
planet,convnext_tiny_in22k,2.740234375,0.04441171884536743,0.12091092020273209,0.1437881737947464,23.15921682199405
planet,convnext_small_in22k,5.01953125,0.04735285043716442,0.12598726153373718,0.13350893557071686,28.7589272289988
planet,convnext_small_in22k,5.01953125,0.04470580816268921,0.12725910544395447,0.14263388514518738,28.669851104998088
planet,convnext_small_in22k,4.23046875,0.04558831453323364,0.12231563776731492,0.1404763162136078,29.395666176002123
planet,convnext_large_in22k,13.052734375,0.04264700412750244,0.11074310541152954,0.12701474130153656,49.890112648994545
planet,convnext_large_in22k,13.095703125,0.04382354021072399,0.11519895493984222,0.1283601075410843,49.428305623005144
planet,convnext_large_in22k,9.90625,0.04352945089340199,0.11344540864229202,0.12787696719169617,48.25617963499826
planet,convnext_base_in22k,7.333984375,0.04529404640197765,0.11722299456596376,0.13196897506713867,34.060671248997096
planet,convnext_base_in22k,7.341796875,0.04147058725357056,0.1161343827843666,0.13514627516269684,31.907222147005086
planet,convnext_base_in22k,5.90625,0.046176373958587646,0.12210437655448914,0.1384650021791458,30.312255659002403
planet,vit_tiny_r_s16_p8_224,1.1484375,0.04470580816268921,0.12692151963710785,0.15538807213306427,17.071303957003693
planet,vit_tiny_r_s16_p8_224,1.06640625,0.044999897480010986,0.12991788983345032,0.15539570152759552,17.221898691001115
planet,vit_tiny_r_s16_p8_224,0.984375,0.050882339477539174,0.13079945743083954,0.15450996160507202,19.572911388000648
planet,vit_tiny_patch16_224,1.32421875,0.0450000762939452,0.12675487995147705,0.15115810930728912,17.4954883360042
planet,vit_tiny_patch16_224,1.23828125,0.04382348060607921,0.1216455176472664,0.1544376164674759,17.2346889229957
planet,vit_tiny_patch16_224,1.15234375,0.04205888509750355,0.12227844446897508,0.15688788890838623,19.89925028599828
planet,vit_small_r26_s32_224,4.26171875,0.05029416084289562,0.12352755665779114,0.13389170169830322,24.462605945998803
planet,vit_small_r26_s32_224,3.703125,0.04264700412750244,0.12303458154201508,0.139463871717453,24.01962384700164
planet,vit_small_r26_s32_224,3.548828125,0.04382354021072399,0.12218285351991652,0.13912756741046906,26.39207577399793
planet,vit_small_patch32_224,1.486328125,0.044705867767333984,0.12368614226579666,0.14507314562797546,16.653088834995287
planet,vit_small_patch32_224,1.146484375,0.04382348060607921,0.12706774473190308,0.1335715651512146,16.49635950099764
planet,vit_small_patch32_224,0.787109375,0.045588254928588756,0.13181568682193756,0.1426374912261963,19.16099093700177
planet,vit_small_patch16_224,3.0,0.04058820009231556,0.10977637022733688,0.1397712230682373,19.107735163001053
planet,vit_small_patch16_224,2.6484375,0.04352933168411244,0.11707645654678343,0.13807453215122223,18.745317322005576
planet,vit_small_patch16_224,2.3125,0.039705872535705566,0.11220161616802216,0.13845551013946533,21.900724929000717
planet,vit_base_patch32_224_sam,5.47265625,0.042058765888214,0.118344247341156,0.1329456865787506,18.315700179999112
planet,vit_base_patch32_224_sam,4.125,0.04323524236679077,0.12121708691120148,0.13790090382099152,17.776238458005537
planet,vit_base_patch32_224_sam,2.755859375,0.04411768913269043,0.12780113518238068,0.13515877723693848,20.633184844002244
planet,vit_base_patch32_224,5.47265625,0.042352914810180775,0.12252313643693924,0.1284378319978714,18.34313364699483
planet,vit_base_patch32_224,4.125,0.04352945089340199,0.11785364896059036,0.1274813413619995,18.027077539998572
planet,vit_base_patch32_224,2.755859375,0.04352933168411244,0.11700847744941711,0.1305290460586548,20.773256884000148
planet,vit_base_patch16_224_sam,7.890625,0.041176438331604004,0.11126072704792024,0.1358616203069687,26.33650973800104
planet,vit_base_patch16_224_sam,6.544921875,0.040588319301605225,0.10979025065898897,0.13372503221035004,25.879248455996276
planet,vit_base_patch16_224_sam,5.220703125,0.039117634296417236,0.1101434975862503,0.13224607706069946,28.266185689004487
planet,vit_base_patch16_224_miil,7.888671875,0.041176438331604004,0.11479190737009048,0.12746043503284454,25.60943946000043
planet,vit_base_patch16_224_miil,6.544921875,0.04352945089340199,0.12359655648469924,0.12209738790988922,25.11310998100089
planet,vit_base_patch16_224_miil,5.220703125,0.04411768913269043,0.11939196288585664,0.12611490488052368,28.097494663998077
planet,vit_base_patch16_224,7.890625,0.0367647409439088,0.09851958602666856,0.12880989909172058,25.836685962000047
planet,vit_base_patch16_224,6.544921875,0.037352919578552246,0.09799090027809144,0.12930510938167572,26.209168308996595
planet,vit_base_patch16_224,5.220703125,0.04029405117034923,0.10145944356918336,0.12746261060237885,28.34793043499667
planet,resnetv2_50x1_bit_distilled,4.337890625,0.04588228464126598,0.14339734613895416,0.11849118769168854,23.790718724005274
planet,resnetv2_50x1_bit_distilled,4.173828125,0.047058820724487194,0.1388159990310669,0.1163683459162712,23.324574984995703
planet,resnetv2_50x1_bit_distilled,4.107421875,0.04764711856842041,0.14225494861602783,0.11464255303144456,26.57599009799742
planet,resnetv2_50,2.50390625,0.05117642879486084,0.14129945635795593,0.1708163470029831,20.600791410004604
planet,resnetv2_50,2.130859375,0.058823466300964355,0.14291425049304962,0.17202764749526978,20.73709626100026
planet,resnetv2_50,1.720703125,0.05294114351272583,0.13652116060256958,0.16992193460464478,23.082156466000015
planet,resnetv2_101,3.388671875,0.06588244438171398,0.2082979828119278,0.18339353799819944,27.372210560002713
planet,resnetv2_101,3.2734375,0.060882389545440785,0.1630500555038452,0.1814037412405014,27.504298384999856
planet,resnetv2_101,2.728515625,0.05941176414489757,0.16586309671401978,0.18490713834762573,29.718071150004107
planet,resnetrs50,3.009765625,0.05147057771682739,0.13651955127716064,0.13766105473041534,25.309350027004257
planet,resnetrs50,3.009765625,0.05029410123825084,0.13133516907691956,0.13861587643623352,25.513167713004805
planet,resnetrs50,2.4609375,0.048823535442352406,0.13603700697422028,0.1361518353223801,27.489140425997903
planet,resnetblur50,3.037109375,0.04794114828109741,0.13514038920402527,0.1403980404138565,22.17450659099995
planet,resnetblur50,2.642578125,0.04970580339431763,0.1284431517124176,0.14042723178863523,21.7831149190024
planet,resnetblur50,2.208984375,0.04970580339431763,0.13359335064888,0.13924723863601685,24.472879187000217
planet,resnet50_gn,4.583984375,0.04647064208984375,0.13869260251522064,0.12522995471954346,25.770407914002135
planet,resnet50_gn,4.419921875,0.050882339477539174,0.14102931320667267,0.12500141561031342,25.221417914995985
planet,resnet50_gn,4.353515625,0.04794114828109741,0.14193406701087952,0.13146184384822843,28.381514485998196
planet,resnet50d,2.76953125,0.05470585823059082,0.16061978042125702,0.14044705033302307,22.04030425399833
planet,resnet50d,2.390625,0.058235347270965576,0.15946969389915466,0.1433761715888977,21.505841715996212
planet,resnet50d,2.05859375,0.054117560386657604,0.15732669830322266,0.14567093551158905,24.491104772001563
planet,resnet50,2.640625,0.06735301017761242,0.24005204439163208,0.17699047923088074,20.97677350899903
planet,resnet50,2.287109375,0.06823533773422241,0.21142174303531647,0.17825303971767426,20.6585201400012
planet,resnet50,1.869140625,0.06529408693313599,0.18719980120658877,0.17473329603672028,23.621273534001375
planet,resnet34d,1.740234375,0.06411767005920399,0.16411100327968595,0.17150145769119263,17.19504788699851
planet,resnet34d,1.39453125,0.060882389545440785,0.1655586212873459,0.1736232191324234,17.28733088500303
planet,resnet34d,1.107421875,0.06235295534133922,0.17459651827812195,0.17141830921173096,20.398027085997455
planet,resnet34,1.638671875,0.05911755561828602,0.15512153506278992,0.15729275345802307,16.886517796003318
planet,resnet34,1.30078125,0.058235347270965576,0.14754895865917206,0.16002975404262543,16.75976384700334
planet,resnet34,0.96484375,0.05647057294845581,0.14831922948360443,0.15729917585849762,19.63421537999966
planet,resnet26d,1.841796875,0.04852938652038563,0.13763096928596497,0.13043242692947388,17.638537669998186
planet,resnet26d,1.591796875,0.049411773681640625,0.1405591368675232,0.1255564242601395,17.670573440002045
planet,resnet26d,1.505859375,0.04617655277252197,0.1371958702802658,0.1262713074684143,20.752634668999235
planet,resnet26,1.71484375,0.04588228464126598,0.1381174772977829,0.13254033029079437,16.738402427006804
planet,resnet26,1.482421875,0.04735291004180919,0.13622377812862396,0.13338789343833923,16.76014697899518
planet,resnet26,1.310546875,0.049411773681640625,0.13763830065727234,0.1304592788219452,19.88696043100208
planet,resnet18d,1.1640625,0.06470596790313721,0.16930647194385529,0.15734286606311798,14.922826077003265
planet,resnet18d,0.931640625,0.058235347270965576,0.1590813249349594,0.1593920886516571,14.757922527998744
planet,resnet18d,0.869140625,0.06411767005920399,0.1665193885564804,0.16462324559688568,17.8719909049978
planet,resnet18,0.984375,0.04911768436431885,0.13051997125148773,0.132842019200325,14.521075447999465
planet,resnet18,0.8125,0.04676467180252075,0.13042448461055756,0.1353030651807785,14.332339068998408
planet,resnet18,0.671875,0.04735291004180919,0.13561812043190002,0.13517272472381592,17.214261273999
planet,resnet152,4.875,0.05882352590560924,0.15314188599586487,0.18754521012306213,35.54672990000108
planet,resnet152,3.873046875,0.06529408693313599,0.16873787343502045,0.19367383420467377,34.72582372400211
planet,resnet152,3.896484375,0.056470632553100586,0.1616595834493637,0.19154098629951477,37.776324591002776
planet,resnet101,3.51953125,0.057647109031677246,0.1505759209394455,0.18481974303722384,28.007870007000747
planet,resnet101,3.51953125,0.05529409646987915,0.15426777303218842,0.1849663257598877,28.046152730996255
planet,resnet101,2.82421875,0.05705881118774403,0.15974372625350952,0.18572336435317993,30.14632807199814
planet,regnety_120,4.80859375,0.04441171884536743,0.12670263648033142,0.12824448943138125,37.128209494003386
planet,regnety_120,4.806640625,0.045000016689300426,0.12502852082252502,0.1286579966545105,37.05875005899725
planet,regnety_120,4.140625,0.042352914810180775,0.1286393702030182,0.12968489527702332,39.506346303998725
planet,regnety_016,1.869140625,0.05323523283004761,0.14546313881874084,0.143017515540123,28.868742698999995
planet,regnety_016,1.7578125,0.05235290527343761,0.14303141832351685,0.1361183524131775,28.891274055000395
planet,regnety_016,1.7578125,0.05147063732147217,0.13896986842155457,0.1380438655614853,31.55831172299804
planet,regnety_008,1.330078125,0.05029410123825084,0.13600319623947144,0.13701550662517548,22.0688417450001
planet,regnety_008,1.275390625,0.050882339477539174,0.1400570422410965,0.13921673595905304,21.47457888899953
planet,regnety_008,1.220703125,0.05294114351272583,0.1379302144050598,0.13953332602977753,24.66893178999453
planet,regnety_006,1.07421875,0.04852938652038563,0.1343856006860733,0.14049606025218964,21.986209786999098
planet,regnety_006,1.07421875,0.05029410123825084,0.13420075178146362,0.1387249380350113,21.622424546003455
planet,regnety_006,1.03125,0.048823535442352406,0.12960533797740936,0.1421423852443695,24.230962118002935
planet,regnety_004,0.986328125,0.05294126272201538,0.14550115168094635,0.1549973487854004,22.180866396003697
planet,regnety_004,0.986328125,0.053823530673980824,0.1435127556324005,0.15624557435512543,22.181192137002657
planet,regnety_004,0.927734375,0.05529409646987915,0.1460529863834381,0.15748706459999084,24.762927392002897
planet,regnety_002,0.599609375,0.057647109031677246,0.15446163713932037,0.15685045719146729,19.837666537001496
planet,regnety_002,0.55859375,0.058235347270965576,0.14749599993228912,0.15258169174194336,19.707450963003794
planet,regnety_002,0.515625,0.06294119358062744,0.1530873477458954,0.15515415370464325,22.558717685999
planet,regnetx_160,5.05078125,0.04852944612503041,0.12918198108673096,0.1216028779745102,37.62376440299704
planet,regnetx_160,5.048828125,0.04735291004180919,0.13212241232395172,0.12128835916519164,37.60599918599473
planet,regnetx_160,4.515625,0.04676467180252075,0.13015861809253693,0.12046486139297484,40.540161518001696
planet,regnetx_120,4.880859375,0.05029410123825084,0.13443046808242798,0.12319923937320708,34.66300576199865
planet,regnetx_120,4.322265625,0.05117654800415039,0.13643518090248108,0.11849620193243028,34.54375186800462
planet,regnetx_120,3.732421875,0.048235297203063965,0.14412112534046173,0.11977985501289368,36.94813109400275
planet,regnetx_080,3.462890625,0.049411773681640625,0.1444871425628662,0.11841066926717758,26.471140469999227
planet,regnetx_080,3.205078125,0.04794114828109741,0.131966233253479,0.1217069774866104,25.248070653004103
planet,regnetx_080,2.5,0.04999995231628418,0.14568552374839783,0.1243034154176712,28.512315959997068
planet,regnetx_064,3.509765625,0.05147057771682739,0.14276331663131714,0.1242012158036232,28.570220774003246
planet,regnetx_064,3.1875,0.05029416084289562,0.14681603014469147,0.12580208480358124,28.108660119003616
planet,regnetx_064,3.15234375,0.053529441356658825,0.14587165415287018,0.12175744026899338,30.974487206003687
planet,regnetx_040,2.513671875,0.05382347106933605,0.15168185532093048,0.12446016073226927,26.558064623000973
planet,regnetx_040,2.513671875,0.05500000715255737,0.16022196412086487,0.12418258190155028,25.961570306993963
planet,regnetx_040,2.388671875,0.05382347106933605,0.156261146068573,0.1230880171060562,28.954979508998804
planet,regnetx_032,2.62890625,0.05264693498611439,0.14806166291236875,0.13130854070186615,26.032787251999252
planet,regnetx_032,2.62890625,0.053529441356658825,0.14639514684677124,0.13058722019195557,26.14141453600314
planet,regnetx_032,2.458984375,0.053823530673980824,0.14907622337341309,0.12587763369083405,28.49124965399824
planet,regnetx_016,1.71875,0.052941203117370605,0.14199857413768768,0.13676781952381134,20.885384470995632
planet,regnetx_016,1.642578125,0.05411773920059204,0.1501845121383667,0.1337343007326126,20.6003418889959
planet,regnetx_016,1.56640625,0.053529441356658825,0.14743183553218842,0.13719429075717926,23.862900576001262
planet,regnetx_008,1.201171875,0.053823530673980824,0.15284566581249237,0.14661788940429688,19.450098462002643
planet,regnetx_008,1.162109375,0.054705798625946045,0.14560721814632416,0.1496899425983429,19.113838517994736
planet,regnetx_008,1.125,0.05676478147506725,0.14751069247722626,0.14822079241275787,22.052998745995865
planet,regnetx_006,0.94140625,0.05794119834899902,0.15896159410476685,0.1488306224346161,18.22399922600016
planet,regnetx_006,0.8359375,0.06117653846740723,0.15580682456493378,0.15199722349643707,18.36236227399786
planet,regnetx_006,0.8046875,0.059705913066864014,0.15282770991325378,0.1523478776216507,21.367788219999056
planet,regnetx_004,0.794921875,0.06029409170150757,0.1671154648065567,0.16273435950279236,20.877768701000605
planet,regnetx_004,0.732421875,0.058529436588287354,0.16665031015872955,0.16468869149684906,20.36673617399356
planet,regnetx_004,0.66015625,0.057646989822387584,0.17034754157066345,0.1563216894865036,23.072880834006355
planet,regnetx_002,0.55859375,0.06176477670669556,0.16461507976055145,0.163581982254982,16.999492242000997
planet,regnetx_002,0.5234375,0.05558830499649037,0.1584329754114151,0.16556699573993683,16.87106511899765
